preds,statements,ids,tokens,extra
Gordon Hodgson joined Liverpool and scored a total of 305 career goals with the club.,When did Gordon Hodgson join Liverpool and how many total career goals did he score with the club?,21579,5997,When did Gordon Hodgson join Liverpool?; How many total career goals did he score with the club?;What was Gordon Hodgson's total career goals with Liverpool?
Tsuneyasu Miyamoto's total appearances in 2005 increased to 36 from the previous year.,What happened to the total appearances of Tsuneyasu Miyamoto in 2005 after 2004?,1698,5988,What were the total appearances of Tsuneyasu Miyamoto in 2004?; What were the total appearances of Tsuneyasu Miyamoto in 2005?;What were the total appearances of Tsuneyasu Miyamoto in 2005?
"Thomas R. Underwood (D) succeeded Virgil Chapman in March 1951, and John S. Cooper (R) succeeded Thomas R. Underwood in 1952.","Who succeeded Virgil Chapman in March 1951, and who succeeded them in 1952? ",14201,6283,Who succeeded Virgil Chapman in March 1951 and who succeeded them in 1952?;Who succeeded Virgil Chapman in March 1951?; Who succeeded them in 1952?
The 'Majority' party won the 1992 Wellington Central by-election with a majority of 14789 votes.,Who won the 1992 Wellington Central by-election and by how many majority votes?,2220,4681, How many majority votes did the winner have?;Who won the 1992 Wellington Central by-election?;What was the result of the 1992 Wellington Central by-election?
"The Grammy nominations and awards that ""Slither"" and ""Contraband"" received in 2005 are:
- Grammy Award for Best Hard Rock Performance: Won
- Grammy Award for Best Rock Album: Nominated","What Grammy nominations and awards did ""Slither"" and ""Contraband"" get in 2005?",12103,5506,"What Grammy nominations and awards did ""Slither"" and ""Contraband"" receive in 2005?; What awards did ""Slither"" and ""Contraband"" win in 2005?;What Grammy nominations did ""Slither"" and ""Contraband"" get in 2005?"
I cannot answer the question based on the given sub-table.,How much money did Vale pay Stoke City for Jackie Mudie and Ron Wilson?,7871,6646,How much money did Vale pay Stoke City for Jackie Mudie?; How much money did Vale pay Stoke City for Ron Wilson?;How much money did Vale pay Stoke City for Ron Wilson?
Ezenwo Wike won the election by receiving the highest number of votes.,How did Ezenwo Wike win the election?,2123,4082,What was the outcome of Ezenwo Wike's election?;What was the total number of votes in the election?; What percentage of the total votes did Ezenwo Wike receive?
The seat was won by John McQuade of the Social Democratic and Labour Party (SDLP).,"When Gerry Fitt (Independent) lost his Members of Parliament seat, and who won it?",12952,4158,Who won the seat after Gerry Fitt lost his Members of Parliament seat?;When did Gerry Fitt lose his Members of Parliament seat?; Who won the seat after Gerry Fitt lost it?
The course consisted of 21 stages and the total course distance was 4630 kilometers.,"In the 1947 Tour De France, how many stages did the course consist of and what was the total course distance?",21473,5266, what was the total course distance for the 1947 Tour De France?;How many stages were there in the 1947 Tour De France and what was the total course distance?;how many stages did the 1947 Tour De France consist of?
The Hunter Mariners record at their home field was 7 wins and 2 losses.,What was the Hunter Mariners record at their home field?,9810,7071,What was the record of the Hunter Mariners at their home field?;What were the scores of the games played by Hunter Mariners at their home field?; What were the results of the games played by Hunter Mariners at their home field?
Nathan Pelle did not play any roles in 2012.,What roles did Nathan Pelle play in 2012?,9860,4552, What roles did Nathan Pelle play in 2013?;What roles did Nathan Pelle play in 2011?;What roles did Nathan Pelle play in various TV shows?
"The total number of houses in Bhooi is 466, with a male population of 340 and a female population of 126.",What is the total number of houses and male and female populations of Bhooi?,10690,3829,What is the population of Bhooi and the gender distribution?;What is the total number of houses in Bhooi? What is the male population of Bhooi? What is the female population of Bhooi?
"The Age of Adz was promoted through various media channels, including music videos, live performances, and interviews.",How was the The Ade of Ads promoted?,17656,6157,"How was The Ade of Ads promoted?;What is the peak chart position for ""The Age of Ads"" in the US Rock chart?; What is the peak chart position for ""The Age of Ads"" in the other specified countries?"
Gelson was a player for Brentford in the Fourth Division in the 1962-63 season.,For what club and division was Gelson a player in the 1962–63 season?,21044,6286,In which club and division did Gelson play during the 1962-63 season?;what club was Gelson a player for in the 1962–63 season?; what division was Gelson a player in the 1962–63 season?
"The top three winners of The Newcomers Manx Grand Prix race were Northern Ireland's Robert Dunlop, Scotland's Steve Hislop, and Wales's Ian Lougher.",Who won in the first three places of The Newcomers Manx Grand Prix race?,11416,5407,Who finished in first place in The Newcomers Manx Grand Prix race?; Who finished in second place in The Newcomers Manx Grand Prix race?;Who were the top three winners of The Newcomers Manx Grand Prix race?
"The names of the top two candidates were Majority and Turnout, and the vote differential between them was 109509.",What were the names and vote differential between the top two candidates in the 2009 Narla election?,13743,4763, What was the vote differential between the top two candidates?;What was the vote differential between the top two candidates in the 2009 Narla election?;What were the names of the top two candidates in the 2009 Narla election?
"Seth Gilliam had the roles of Altameyer, Sugar Watkins, and Tyrone from 1996-1997.",What roles did Seth Gilliam have from 1996-1997?,9349,4051,What roles did Seth Gilliam have in 1996-1997?;What roles did Seth Gilliam have in 1996? What roles did Seth Gilliam have in 1997?
"In the 1976, 1977, and 1978 CARIFTA Games, Jacqueline Pusey performed well, achieving top positions in various events including 100m, 200m, 400m, and relay races.","How did Jacqueline Pusey perform in the 1976, 1977, and 1978 CARIFTA Games?",17245,8933,"How did Jacqueline Pusey perform in the 1976, 1977, and 1978 athletic competitions?;How did Jacqueline Pusey perform in the 1976 CARIFTA Games?; How did Jacqueline Pusey perform in the 1978 CARIFTA Games?; How did Jacqueline Pusey perform in the 1977 CARIFTA Games?"
"The candidate who won the 2009 Election was ""Majority"" by a margin of 50653 votes.","Who won the 2009 Election, by what margin?",17592,5127,Who had the most votes in the 2009 Election?;What was the margin of victory in the 2009 Election?; What was the margin of victory in the 2009 Election?
"Yes, Laverne Cox appeared as herself in the works ""I Want to Work for Diddy"", ""TRANSform Me"", and ""Lip Sync Battle"".",Did Laverne Cox ever appear as herself in any works?,1459,4331,What roles has Laverne Cox played in her works? Did Laverne Cox ever appear as herself in any works?;In which works did Laverne Cox appear as herself?
The countries that came in first and second during the 1958 Eisenhower Trophy were United States and Great Britain & Ireland. Their respective scores were 918 and 919.,"Which countries came in first and second during the 1958 Eisenhower Trophy, and what were their respective scores?",21559,4927, What was the score for the country that came in second during the 1958 Eisenhower Trophy?;What was the score for the country that came in first during the 1958 Eisenhower Trophy?;What were the scores of the top two countries in the 1958 Eisenhower Trophy?
I cannot answer the question based on the provided sub-table.,How many games did Peter Lee play with the Pittsburgh Penguins?,2252,17053,How many games did Peter Lee play with the Pittsburgh Penguins?; How many games did Peter Lee play for the Pittsburgh Penguins?;What team did Peter Lee play for?
"The SQL query did not return any data from the database. Therefore, I cannot provide the information about which candidates participated in the 2016 Kentucky Republican Primary for United States Senate and how many votes each candidate received.",Which candidates participated in the 2016 Kentucky Republican Primary for United States Senate and how many votes did each candidate receive?,21553,4107,What were the results of the 2016 Kentucky Republican Primary for United States Senate?; How many votes did each candidate receive?;What candidates participated in the 2016 Kentucky Republican Primary for United States Senate?
"The ""Invalid/blank votes"" party won the 1945 election with 100% of the seats.",Who won the 1945 election and what proportion of the seats did they win?,15052,6182,Who won the 1945 election?;What was the outcome of the 1945 election in terms of the winning party and their share of the seats?; What proportion of the seats did the winner of the 1945 election win?
Alex D. Linz did not have any film roles in 1997.,What film roles did Alex D. Linz have in 1997?,10606,4761,What film roles did Alex D. Linz have in 1997?; What film roles did Alex D. Linz have in 2000?;What film roles did Alex D. Linz have in 1996?
"The attendance for the October 9th and October 10th Cleveland Indians games was 81,897 and 86,288 fans, respectively.",How many fans attended the October 9th and October 10th Cleveland Indians games?,9856,4823,What was the attendance at the October 9th and October 10th Cleveland Indians games?; How many fans attended the October 10th Cleveland Indians game?;How many fans attended the October 9th Cleveland Indians game?
"Chaz Mostert from Australia came in second to Fabian Coulthard during the 2016 Clipsal 500 Top Ten Shootout, and his time was 1:21.3071.","Who came in second to Fabian Coulthard during the 2016 Clipsal 500 Top Ten Shootout, and what was his time?",12710,5648,Who came in second during the 2016 Clipsal 500 Top Ten Shootout?;who came in second during the 2016 Clipsal 500 Top Ten Shootout?; what was the time for the second place finisher?
"Akhila Kishore's first two films were ""Padhe Padhe"" and ""Kathai Thiraikathai Vasanam Iyakkam"", released in unknown year.",What and when were Akhila Kishore's first two films?,14923,5436, What was Akhila Kishore's second film and when was it released?;What was Akhila Kishore's first film?;What were Akhila Kishore's first two films?
"The 1998 Winter Olympics had 11 Gold Sponsors, 11 Worldwide Olympic Partners, and 11 Official Supporters and Suppliers.",How many of each type of sponsor did the 1998 Winter Olympics have?,10674,4659,How many sponsors did the 1998 Winter Olympics have?;What are the worldwide Olympic partners for the 1998 Winter Olympics?; What are the gold sponsors for the 1998 Winter Olympics?
Mia B. Love lost to Jim Matheson by a vote count of 768 and a percentage of 0.31%.,By what vote count and percentage did Mia B. Love lose to Jim Matheson?,21442,4017, what was the vote count for Jim Matheson?;What was the vote count and percentage of Mia B. Love's loss to Jim Matheson?;what was the vote count for Mia B. Love?
Noel Comia Jr was awarded for Best Actor at Cinemalaya in 2017.,What was Noel Comia Jr awarded for in 2017 as best actor at Cinemalaya?,12227,5711,What was Noel Comia Jr awarded for in 2017?; Was he awarded for best actor at Cinemalaya?;What award did Noel Comia Jr win for best actor in 2017?
"The party ""Invalid/blank votes"" won the 1969 Turkish general election with an unspecified number of seats.",Who won the 1969 Turkish general election and how many seats did they win?,14705,5358, Who won the election and how many seats did they win?;Who won the 1969 Turkish general election?;What were the votes and percentage for each party in the 1969 Turkish general election?
Melonie Diaz did not take any role after 2005 in the given sub-table.,What role did Melonie Diaz take after 2005?,9630,3415,What role did Melonie Diaz take in 2007?;What roles did Melonie Diaz take in 2007 and 2008? What role did she take after 2005?
Andreas Wolf played for France's Ligue 1 club team during the 2012-13 season.,Which French league and club team did Andreas Wolf play for during the 2012-13 season?,21248,5950,For which French club team did Andreas Wolf play during the 2012-13 season?; What club team did Andreas Wolf play for during the 2012-13 season?;What French league did Andreas Wolf play for during the 2012-13 season?
Matthews played for the OLA Jr A Whitby Warriors for 3 seasons.,How long did Matthews play for the OLA Jr A Whitby Warriors?,2124,8992, How many games did Matthews play for the OLA Jr A Whitby Warriors?;How many seasons did Matthews play for the OLA Jr A Whitby Warriors?;What was the season for Matthews?
"Yes, Kipsubai Koskei won a medal at the African Championships. He won the 1st position with a time of 28:11.70, which also set a new championship record.","Did Kipsubai Koskei win a medal at any events in the African Championships, and if so what was his time and was it record-breaking?",12569,6143,"Did Kipsubai Koskei win any medals at the African Championships? If so, what were his times and were they record-breaking?;Did Kipsubai Koskei win a medal at any events in the African Championships?; If so, what was his time and was it record-breaking?"
